review,clean_text,sentiment
Good playing app,good playing app,positive
IT'S AMAZING 👏 😍 🙌 ❤ ♥ ✨,amazing clapping hand smiling face heart eye raising hand red heart heart suit sparkle,positive
Free fire is the best game in the world of the most important popular and fire game,free fire best game world important popular fire game,positive
I hate it when I get robbed,hate get robbed,negative
Laggy,laggy,neutral
The sequel is called Inside. It's also awesome! :),sequel called inside also awesome,positive
Love it so far hope it stays like this,love far hope stay like,positive
"I love it, you should create an INSITE version for android.",love create insite version android,positive
The same 3 maps - had a name and its now gone and I'm player with numbers,map name gone player number,neutral
Absolutely fantastic game man! 👍👍👍👍👍👍👍👍👍👍👍👍,absolutely fantastic game man thumb thumb thumb thumb thumb thumb thumb thumb thumb thumb thumb thumb,positive
gooooood,good,positive
Hunan,hunan,neutral
hay,hay,neutral
So far I'm loving this game!,far loving game,positive
good game in world,good game world,positive
This is so addicting,addicting,neutral
"It was really fun, but I couldn't continue from the level 34. It was too difficult. I thought for it for 5 hours, but I didn't find the awnser😐. But it was great! I uninstalled it because I was left in the level 34, but I loved the other levels. I hope you can continue from level 34.",really fun could continue level difficult thought hour find aw n ser neutral face great uninstalled left level loved level hope continue level,positive
ITS SOO FUN,soo fun,positive
❤️,red heart,neutral
Yo we need a paid version with no ads fr if that happens this game would be a 5/5,yo need paid version ad fr happens game would,neutral
such a amazing and horrer game i like the sound of this game,amazing horrer game like sound game,positive
Free fire is soooo much fun and cool 😎 I love it very much 😀,free fire soo much fun cool smiling face sunglass love much grinning face,positive
Pokemon,pokemon,neutral
Fire in the hole,fire hole,neutral
It was relaxing 😊😊😊,relaxing smiling face smiling eye smiling face smiling eye smiling face smiling eye,positive
Subrang ganda ng laro nato,subrang ganda ng laro nato,neutral
Good game but it contains so many ads and internet,good game contains many ad internet,positive
Fun game,fun game,positive
Best game ever,best game ever,positive
Ok,ok,positive
Dddddddddddd I think,dd think,neutral
I love this game so much,love game much,positive
Love it so so much,love much,positive
nhu lon,nhu lon,neutral
Wow,wow,positive
ok I'll be there in about the time 😃 a trap 😁 the game now I will be there in about the game now I will call 🤙🤙😎😎😎😎 the game now I will be there in about the game now I will be there in about the game now I will be there in about half battery 🔋🔋🔋 the game now and subscribe to a YouTube channel name is coming up with a trap and try to get it all done and they kill himselfs /:(,ok time grinning face big eye trap beaming face smiling eye game game call call hand call hand smiling face sunglass smiling face sunglass smiling face sunglass smiling face sunglass game game game half battery battery battery battery game subscribe youtube channel name coming trap try get done kill himselfs,positive
Very entertaining. Could be less obvious about the 1 sided engine but even with something designed to screw you it's so entertaining all the same i must say,entertaining could le obvious sided engine even something designed screw entertaining must say,positive
Cool,cool,positive
Great,great,positive
"One of the best made games I ever played... physics, gameplay, story, graphics... all perfect!",one best made game ever played physic gameplay story graphic perfect,positive
"This simulator is incredible, but you're denied SO MANY FEATURES without the pro subscription. I can understand why you made almost all the features exclusive to pro, but I hope you can consider adding features such as just a few more planes for the non-subscribed players.",simulator incredible denied many feature without pro subscription understand made almost feature exclusive pro hope consider adding feature plane non subscribed player,neutral
"Hello Free Fire Team I just wanted to take a moment to express my appreciation for the amazing gaming experience your platform provides. Free Fire stands out with its dynamic gameplay, visually stunning graphics, and strategic challenges. The fast-paced nature of the matches keeps the adrenaline pumping, and the variety of characters, weapons, and vehicles truly sets it apart from other games. It's a game that offers excitement in every r",hello free fire team wanted take moment express appreciation amazing gaming experience platform provides free fire stand dynamic gameplay visually stunning graphic strategic challenge fast paced nature match keep adrenaline pumping variety character weapon vehicle truly set apart game game offer excitement every r,positive
This awful game has too many adds and it's unplayable I would want to give this a 1 star rating fix your game,awful game many add unplayable would want give star rating fix game,negative
Fun,fun,positive
good game,good game,positive
Good,good,positive
Awesome levels cool demons the map is crazy fun.!!!!!,awesome level cool demon map crazy fun,positive
do doooo reeeeeeeeeeeeeee what help me do sh t t sh t t sh t t tk tk aaaaaaaaaaaaaaaaaaaaaa,doo ree help sh sh sh tk tk aa,positive
Fun just gets to hard to build towns and get sets of cards for extra spins,fun get hard build town get set card extra spin,positive
"great atmosphere and great gameplay, also sad story",great atmosphere great gameplay also sad story,positive
"Wow! I thought this is gonna be bad but it's not, actually this game is so good This game makes my brain relaxed",wow thought going bad actually game good game make brain relaxed,positive
Loved it..,loved,positive
The adds are so disturbing,add disturbing,negative
"Annoying, but because of the ads between each level.",annoying ad level,negative
Bhoi svofxycifivicivi a hos,bhoi svofxycifivicivi ho,neutral
very bad,bad,negative
"I love love love this game. Could honestly play all day, but recently due to a password change to my google account my chromebook deleted my entire game save data :( I lost 80+ hrs of gameplay and it just really sucks. I've went through troubleshooting on the app website and google, im not sure if this is a issue with google and not the game or what but its just gone... It really sucks to have to restart completely but i don't think I have any other option at this point....",love love love game could honestly play day recently due password change google account chromebook deleted entire game save data lost hr gameplay really suck went troubleshooting app website google sure issue google game gone really suck restart completely think option point,positive
IT IS VERY AMAZING GAME I PLAYED THIS GAME IN 2018,amazing game played game,negative
"B2k. ,,,,",bk,neutral
GAME HAY LẮM,game hay lắm,neutral
"Fantastic sim, worth the money, seems to have regular updates and the events are fun. Would be great to see the world detail improved slightly but to be honest for a phone game this is amazing",fantastic sim worth money seems regular update event fun would great see world detail improved slightly honest phone game amazing,positive
❤️❤️❤️❤️❤️❤️,red heart red heart red heart red heart red heart red heart,neutral
Very good,good,positive
Super good and very creative,super good creative,positive
I like it,like,positive
Great game!,great game,positive
It's fun to play,fun play,positive
Nice,nice,positive
30 seconds of play then 'halftime' makes the app restart,second play halftime make app restart,positive
I can't save so I can play it in other phone,save play phone,neutral
I finnaly bout it but I can finnaly search🙂,finnaly bout finnaly search slightly smiling face,positive
Good,good,positive
Why is the liveries not appearing,livery appearing,neutral
Good,good,positive
Mind-blowing,mind blowing,neutral
it's game so fan,game fan,positive
Was great and was happy to see an update but I paid for no adds and there are still a ton of adds.,great happy see update paid add still ton add,positive
Superb,superb,positive
"Assalam Alaikum Dear Rfs Team, Pls Do ""RGIA"" Rajiv Gandhi International Airport [ India ] Do It in HD",assalam alaikum dear rf team pls rgia rajiv gandhi international airport india hd,positive
Must game,must game,neutral
Wow it's my one and only best experience of the month and I am searching for a best flight sim for a month and i finnally got this game and i spend 5+gb on searching of games of flight,wow one best experience month searching best flight sim month finnally got game spend gb searching game flight,positive
Hay,hay,neutral
fantastic,fantastic,positive
Isn't not fun r,fun r,positive
"Fun and relaxing. The controls are different than on console and take some getting used to, but honestly I don't know why people fuss over that. This is basically the only way these controls could have feasibly worked on mobile. I'm just happy I can play stardew on a phone at all. It's a ton of fun with lots of replayability. Well worth the money",fun relaxing control different console take getting used honestly know people fuss basically way control could feasibly worked mobile happy play stardew phone ton fun lot replayability well worth money,positive
Game is great but for something you pay 5£ it's beyond me how you don't have cross device save. You're in an unbelievable minority and for a reason,game great something pay £ beyond cross device save unbelievable minority reason,positive
This game is one of a kind.,game one kind,positive
1 add every 1 minutes just terrible,add every minute terrible,negative
🥰,smiling face heart,neutral
Its aiggt,aiggt,neutral
this is awesome game 🎮,awesome game video game,positive
ok,ok,positive
như cặc,như cặc,neutral
To many adds. Now I remembered why I deleted it!,many add remembered deleted,positive
Amazing game,amazing game,positive
Fun,fun,positive
Humble is not a secret,humble secret,negative
Nice,nice,positive
nice,nice,positive
Game gì mà bug với lag không nph ko sửa dc thì thua,game gì mà bug với lag không nph ko sửa dc thì thua,negative
"What even is the point of playing this this ad-fill bruh every minute you get stupid ads who even thought of the stupid ""half time"" this is the worst game ever.",even point playing ad fill bruh every minute get stupid ad even thought stupid half time worst game ever,negative
This Geometry Dash app is really useful and really helpful as well because this is going to be fun!,geometry dash app really useful really helpful well going fun,positive
Just had a notification for 60 free spins but when I went to claim it they weren't available they had already been claimed,notification free spin went claim available already claimed,positive
I love it,love,positive
Can't play offline. This game literally force you to watch the ads.,play offline game literally force watch ad,positive
wild rift could be better than this game,wild rift could better game,positive
worst app. waste of time.,worst app waste time,negative
Love it the 100 bucks a month so worth it,love buck month worth,positive
1 van hoi lau,van hoi lau,neutral
Nice game,nice game,positive
Best time pass game,best time pas game,positive
access on here RFS,access rf,neutral
Good,good,positive
Great!!,great,positive
amazingly fun 10 out of 10,amazingly fun,positive
Too many ads and can't customise my game at all and freezes constantly at the 3 minute point,many ad customise game freeze constantly minute point,neutral
it is veryyyyy good game i love it so much,veryy good game love much,positive
Man too much thrill different type of technique you have to use to finish the game totally fun to play i haven't seen such game i remember playing inside in pc but for smartphone these fill like i m playing inside game too much to say but can't express all in words you just need to play .,man much thrill different type technique use finish game totally fun play seen game remember playing inside pc smartphone fill like playing inside game much say express word need play,positive
This so fun and funny,fun funny,positive
đm t chơi đell có sai gì hết mà cứ hệ thống tố cáo là thế nào? chs giải trí mà bug bựa vl,đm chơi đell có sai gì hết mà cứ hệ thống tố cáo là thế nào chs giải trí mà bug bựa vl,neutral
Please I want a refund for this game,please want refund game,positive
The best the weather real life the besttttt,best weather real life bestt,positive
kinda funny !,kind funny,positive
Awesome,awesome,positive
just awesome ❤,awesome red heart,positive
"finally, laro para sa mga green flag tulad ko!",finally laro para sa mga green flag tulad ko,neutral
"Ads, ads, ads",ad ad ad,neutral
My games,game,neutral
is cool,cool,positive
I love this game its a great game,love game great game,positive
Ads and pop ups do not respect muting sounds. Very very intrusive ads and bad interfacing with game.,ad pop ups respect muting sound intrusive ad bad interfacing game,negative
Awesome game!👌🏼,awesome game ok hand medium light skin tone,positive
Wonderful game free fire,wonderful game free fire,positive
ដូចអាចម៌,ដូចអាចម៌,neutral
This is just a super great game!💗,super great game growing heart,positive
"Hi Rortos. I am really sorry for rating it 2 stars. It wasn't your fault. It was my fault, I haven't done the training system. Really sorry. Now the landing gears don't break. Thank you. And really sorry for complaining.",hi rortos really sorry rating star fault fault done training system really sorry landing gear break thank really sorry complaining,negative
It wad a good experience to play this game... But i had the problem and Its a suddent black screen,wad good experience play game problem suddent black screen,positive
nice,nice,positive
Best game so far. Please make another part. I would love to try.,best game far please make another part would love try,positive
PLEASE GIVE US A POLYAMORUS OPTION,please give u polyamorus option,positive
Nhung chơi nguu vc,nhung chơi nguu vc,neutral
BEST GAME 🫤,best game face diagonal mouth,positive
It's a good game,good game,positive
ok,ok,positive
"It's okay, same 4 maps... wish there was more. I'm at level 421 and was hoping to see more than just the same stuff.",okay map wish level hoping see stuff,positive
Bad game sala kutta,bad game sala kutta,negative
It is getting my voice better,getting voice better,positive
This game is super nice 💙🎉🤩,game super nice blue heart party popper star struck,positive
A very fun game,fun game,positive
Different concept. but amazing gameplay. Keep it up 💯,different concept amazing gameplay keep hundred point,positive
It's good,good,positive
Nice game,nice game,positive
cool thanks for the game I love you so much 😘,cool thanks game love much face blowing kiss,positive
Amazing,amazing,positive
SO MANY ADS HATE IT!!,many ad hate,negative
too many ads,many ad,neutral
Exceptional,exceptional,positive
Guy the 1.6 version is gonna update on November!!!!! No need to wait for two years like 1.5 rahhhhhhhhhhhhhh,guy version going update november need wait two year like rahh,positive
Good,good,positive
đồng đội cức,đồng đội cức,neutral
So...Many...Adds!,many add,positive
The best,best,positive
"Absolutely amazing! So far, there has been no major glitches. Through fishing and earning money is very stressful.",absolutely amazing far major glitch fishing earning money stressful,positive
This game is amazing I love it so much I play it 24/7,game amazing love much play,positive
"Cult classic that quite often goes on sale for less than a euro. For what you pay you get a touching story, thought provoking puzzles and unique visuals. The game might not be the longest but each second is worthwhile.",cult classic quite often go sale le euro pay get touching story thought provoking puzzle unique visuals game might longest second worthwhile,positive
Great relaxation game but specifically please do something to prevent accidental pickaxes to your placed stuff. Ive done this so many times and lost items as a result.,great relaxation game specifically please something prevent accidental pickax placed stuff done many time lost item result,positive
Gd 1.0 when,gd,neutral
Good,good,positive
Really fun but a little herd,really fun little herd,positive
Mặt dây,mặt dây,neutral
The game is fun and challenging,game fun challenging,positive
"Game used to be great, now the gameplay is ruined by ads literally every 30 seconds. Shame really. Wouldn't bother wasting your time.",game used great gameplay ruined ad literally every second shame really would bother wasting time,negative
Probably one of my favorite mobile games ever made. Great atmosphere and gameplay,probably one favorite mobile game ever made great atmosphere gameplay,positive
it's the best game have ever played,best game ever played,positive
❤️❤️,red heart red heart,neutral
ff india,ff india,neutral
Bug when using a controller. Whenever I try to buy multiple seeds or when I try to build a farm building the x button doesn't work. I hope they would continue improving the controller support in the next update,bug using controller whenever try buy multiple seed try build farm building x button work hope would continue improving controller support next update,positive
Yah duniya ka sabse bekar game hai is game mein Keval Luta jata hai bhai log please 🥺 is game ko mat download karo 🥺🥺🥺 yah game khelne se achcha Ludo khello,yah duniya ka sabse bekar game hai game mein keval luta jata hai bhai log please pleading face game ko mat download karo pleading face pleading face pleading face yah game khelne se achcha ludo khello,positive
"I really like the game, no complaints at all; it's really fun, has good lore, and it's also pretty creepy, which I love. Oh fudge my bad didnt realize I hit one star 5/5 star game",really like game complaint really fun good lore also pretty creepy love oh fudge bad realize hit one star star game,positive
Time waste only,time waste,negative
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart,neutral
I love the game! :) Best NES Game I have seen! :),love game best ne game seen,positive
so much fun ☺️ I Love 💖 it so much you have to get it.,much fun smiling face love sparkling heart much get,positive
GOAT 🐐🐐🐐,goat goat goat goat,neutral
Gà Nonn đòi làm game,gà nonn đòi làm game,neutral
"I love this game! Dark, artistic, creepy, and fun!",love game dark artistic creepy fun,positive
"Game càng lúc càng như cc ghép với lũ óc, càng chơi càng ức chế ,bỏ hết game là đúng k ai muốn chơi nữa, tóm lại game như ccc!k cân bằng",game càng lúc càng như cc ghép với lũ óc càng chơi càng ức chế bỏ hết game là đúng k ai muốn chơi nữa tóm lại game như cc k cân bằng,neutral
I love the game I have played this game since 2 years but I have a problem whenever I set the weather according I want I automatically changes specialy wind speed and wind direction rortos please fix this bug,love game played game since year problem whenever set weather according want automatically change specialy wind speed wind direction rortos please fix bug,positive
The game is good for simulation but only 3 aircrafta are available and the full experience is not there,game good simulation aircrafta available full experience,positive
it is too easy,easy,positive
Perfect star. Already played on PC. But I had to buy at discounted price just st Rs 40/- One of my favourites. Thanks,perfect star already played pc buy discounted price st r one favourite thanks,positive
Wow nice game..........,wow nice game,positive
fun,fun,positive
Only free fire India is best 👍💯💯💯,free fire india best thumb hundred point hundred point hundred point,positive
Prepare jaldi style nahin ho rahi hai,prepare jaldi style nahin ho rahi hai,neutral
I lovedddddd this game 🗣️,lovedd game speaking head,neutral
It's annoying.,annoying,negative
🤩🤩🤩,star struck star struck star struck,neutral
"After a long relaxing day, I come home to throw my phone across the room as i try and best these levels, and I love it. No complaints on my end",long relaxing day come home throw phone across room try best level love complaint end,positive
Hay nhưng phần điều khiển hơi khó thao tác,hay nhưng phần điềyou khiển hơi khó thao tác,neutral
"It's a good game, but it just makes me rage sometimes. Also I think they need to make this an non internet game!",good game make rage sometimes also think need make non internet game,negative
It's cool,cool,positive
Really hard but fun it taught me how to bark somehow,really hard fun taught bark somehow,positive
Not working ...app closes on its own.,working app close,neutral
Tsptfindmoney,tsptfindmoney,neutral
"I only downloaded this game to report the offensive ad i saw that advertises this game. The people who okay'd this: ""The first one who moves first is gay."" in this ad should not be allowed to write copy. Their words imply that there is something wrong with being gay. I am highly offended. I am not gay but it hurts me to think that ANY gay person will be subjected to this sad idea More importantly, I am horrified that any child's innocent thinking will be subjected to this offensive statement.",downloaded game report offensive ad saw advertises game people okay first one move first gay ad allowed write copy word imply something wrong gay highly offended gay hurt think gay person subjected sad idea importantly horrified child innocent thinking subjected offensive statement,negative
Rejaul krim,rejaul krim,neutral
Excellent,excellent,positive
Như cc,như cc,neutral
Good,good,positive
Don't play anything from this company they will take your money and want even respond to one email about it,play anything company take money want even respond one email,positive
Awesome puzzle game with great graphics,awesome puzzle game great graphic,positive
AMAZING BUY IT N.O.W,amazing buy n w,positive
It's is so good👍 😘😘😘,good thumb face blowing kiss face blowing kiss face blowing kiss,positive
It's a good game to play,good game play,positive
i love this game send me few diamonds,love game send diamond,positive
Nao da pra jogar com amigo,nao da pra jogar com amigo,neutral
It is very good game,good game,positive
5 star but I really reckon multiplayer should be free,star really reckon multiplayer free,positive
"It's a great game for passing time. I'm pretty sure you aren't ever playing real people and the whole other holes are bots, it would be good to have an option to play against real people. I collect keys that have no reason to be collected and all the stickers have been collected. Doesn't feel like theres much reason left to keep playing",great game passing time pretty sure ever playing real people whole hole bot would good option play real people collect key reason collected sticker collected feel like much reason left keep playing,positive
It's very great can you mske ah part 2 of this game,great mske ah part game,positive
Very baad game 😡😡😡🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,baad game enraged face enraged face enraged face face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth face symbol mouth,negative
Amazing 😍,amazing smiling face heart eye,positive
Please add eurofighter typhoon frg4,please add eurofighter typhoon frg,positive
I dont have money but why did the trailer said in NO app purhase . WHY robtop,money trailer said app purhase robtop,neutral
I love this game so much 😍,love game much smiling face heart eye,positive
My favourite,favourite,neutral
Nice,nice,positive
My favourite game in the world 🌍,favourite game world globe showing europe africa,neutral
I hve been waiting this Game very long time fantastic..super game,hve waiting game long time fantastic super game,positive
Just the adds i hate and there so longgg like you have to wait 2minutes or 4 minutes to get done with it 😑,add hate longg like wait minute minute get done expressionless face,negative
I like it,like,positive
😔 Bad,pensive face bad,negative
Nice game,nice game,positive
Not a good game. Too many ads,good game many ad,positive
"Love the game! Would prefer more bachelor/Bachelorettes and animals in the game, but the game is fun and doesn't need wifi. Amazing controls have had no lag 100% recommend worth 5$",love game would prefer bachelor bachelorette animal game game fun need wifi amazing control lag recommend worth,positive
"I didn't really like this game. After playing for 2 hours I wanted to refund it, but when I went to the google play page the refunx button wasn't there!",really like game playing hour wanted refund went google play page refunx button,positive
amazing,amazing,positive
Awesome,awesome,positive
Good,good,positive
Wow😱,wow face screaming fear,negative
A ad infested nightmare! I can't even play offline. And it's boring anyway.,ad infested nightmare even play offline boring anyway,negative
"Dude, So Addictive, Like every time I'm bored I play this game and it's so addictive like I don't even know why, but it's the best game for killing some time",dude addictive like every time bored play game addictive like even know best game killing time,positive
"cập nhật xong lag kinh xóa cho rồi, từ 4gb lên 6gb gem rác ghép trận thì tinh anh ghép kim cương rác.",cập nhật xong lag kinh xóa cho rồi từ gb lên gb gem rác ghép trận thì tinh anh ghép kim cương rác,negative
Free diamond gift card,free diamond gift card,positive
Quality rhythm game if you ever need to kill time,quality rhythm game ever need kill time,negative
Good game. Worth the $3.,good game worth,positive
It was amazing because you could make your own levels,amazing could make level,positive
Terrifying!,terrifying,negative
Mistplay goated honestly,mistplay goated honestly,positive
The best,best,positive
ok,ok,positive
So good,good,positive
"After update zone is very bad , and it's taking more health, after update there is no Medikit",update zone bad taking health update medikit,negative
"The amount of ads are unbearable. Eat a hole, get an ad. Level up your hole, get an ad. Take too long, get an ad. Get an ad, get another ad. Don't bother downloading. It's honestly the most annoying ad-filled game I've played.",amount ad unbearable eat hole get ad level hole get ad take long get ad get ad get another ad bother downloading honestly annoying ad filled game played,negative
This is the best game like im serioues best app get it noww,best game like serioues best app get noww,positive
The best game ever for me.,best game ever,positive
I can eat everything!!!!!!!!!,eat everything,neutral
So cool,cool,positive
"Ghatiya game ,no physics, Minecraft have better physics, chemistry, maths, biology,kam se kam minecraft me bhoook to lagti haiiii Ghatiyyyyyyaaaaaa never download I am 70 level and playing form approx 7 years and this is worst in them , fake damage , sometime network issue,pannel user,gadi ko jamin nigal jata hai ya aasaman kha jata hai kya karu !! Ben stokes!!!!",ghatiya game physic minecraft better physic chemistry math biology kam se kam minecraft bhook lagti haii ghatiyyaa never download level playing form approx year worst fake damage sometime network issue pannel user gadi ko jamin nigal jata hai ya aasaman kha jata hai kya karu ben stokes,negative
Very cool game,cool game,negative
Free fire max level up my life,free fire max level life,positive
"I think this game is very cool, but maybe more airplane models and airplane sounds and so on could be added, please upgrade it further",think game cool maybe airplane model airplane sound could added please upgrade,positive
Enjoyable,enjoyable,positive
Awesome 😎👍,awesome smiling face sunglass thumb,positive
I LOVE IT DONT ASK MY WHY,love ask,positive
😘😘😘😘,face blowing kiss face blowing kiss face blowing kiss face blowing kiss,neutral
2019: One of the skins is bugged for me so i cant 100% 2024: Just came back to this game after a couple years and its hardly even recognizable. This game is nothing but ads . Skins you used to unlock by completing challenges you now have to pay for. You cant even play what mode you want until you watch an ad. I dont know what Voodoo was thinking but this game blows chode.,one skin bugged came back game couple year hardly even recognizable game nothing ad skin used unlock completing challenge pay even play mode want watch ad know voodoo thinking game blow chode,positive
Horrible app the adds are ridiculous greed is evil what can i say...,horrible app add ridiculous greed evil say,negative
থ্যাংকস গেরিনা,থ্যাংকস গেরিনা,neutral
The app are making my stress reliever HAHAHHA,app making stress reliever hahahha,neutral
Horrible. 3-4 ads per game. Greedy devs.,horrible ad per game greedy devs,negative
"K,kamalesh",k kamalesh,neutral
ফ্রী ফায়ার ইন্ডিয়া,ফ্রী ফায়ার ইন্ডিয়া,neutral
Best the game,best game,positive
This is one of the best game in the world,one best game world,positive
didn't learn any gemoetry and it's kind of hard,learn gemoetry kind hard,positive
buff ata,buff ata,neutral
Nice,nice,positive
sumit kumar Sharma,sumit kumar sharma,neutral
Really good game with good graphics. I hope FF India Launched soon.,really good game good graphic hope ff india launched soon,positive
Mind blowing fantastic game. 5 Star - Yeah! It's worth it...,mind blowing fantastic game star yeah worth,positive
Free fire ❌ paid fire ✅,free fire cross mark paid fire check mark button,negative
still no 1.5 update,still update,neutral
"Bad game, bring free fire India",bad game bring free fire india,negative
The game is good now I play on my moms phone because my tablet is broken and on my tablet I made an account but I didn't work?,game good play mom phone tablet broken tablet made account work,positive
thank you,thank,neutral
"Exceptional game design, the puzzles are so elegant. I am really mesmerized playing this game. This is the best game I have ever played. Need more games like this. Kudos development team.",exceptional game design puzzle elegant really mesmerized playing game best game ever played need game like kudos development team,positive
This is a wonderful game I bought this in only 45 rupees.,wonderful game bought rupee,positive
I love this game,love game,positive
Can't stop playing!!! I'm addicted!!!! YESSSSSSS......,stop playing addicted yes,positive
Слишком много рекламы,слишком много рекламы,neutral
Net problem please help me,net problem please help,positive
So best,best,positive
"This game is one of the best. It has levels that get harder the further you go. You can also check out other levels made by people, and you can create your own levels. I would highly suggest playing the game.",game one best level get harder go also check level made people create level would highly suggest playing game,positive
It's all right but I thought I was making money off of this not having to pay money out test them all and make money,right thought making money pay money test make money,positive
Still crooked !! Can't win 1k with 7k in spins !! Crazy Fox better !,still crooked win k k spin crazy fox better,positive
Becuse its challenging and fun And so much to explore ♥️♥️♥️♥️♥️♥️,becuse challenging fun much explore heart suit heart suit heart suit heart suit heart suit heart suit,positive
This game is so awesome and if you keep poking the shop keeper his eyes will be black and you will get a special skin no fr real test it out,game awesome keep poking shop keeper eye black get special skin fr real test,positive
Fraud,fraud,negative
it's the best game I have ever play and it brings me so much memories.,best game ever play brings much memory,positive
Esse jogo não é recomendado para ninguém SÉRIO ele só vem com 3 aviãoes de graça.mais e bem realista.ainda estou decepcionada com esse jogo. Nota 3.,esse jogo não é recomendado para ninguém sério ele só vem com aviãoes de graça mais e bem realista ainda estou decepcionada com esse jogo nota,neutral
It's so fun,fun,positive
"I just think I should be getting more cards for how long I've played and how much I've spent. But otherwise, it's a fun game.",think getting card long played much spent otherwise fun game,positive
"It's good, but when are there gonna be new levels?",good going new level,positive
Mấy ngày nay vào nó đề tải tài nguyên game tới 36% thì dừng luôn phải xóa đi tải lại mới vào đc Mong Ad xử lí,mấy ngày nay vào nó đề tải tài nguyên game tới thì dừng luôn phải xóa đi tải lại mới vào đc mong ad xử lí,negative
Pro,pro,neutral
Good experience but to get all of the planes you have to pay monthly to unlock every plane and airport in the game,good experience get plane pay monthly unlock every plane airport game,positive
Very fun game been playing for a few yrs👍🏼❤️,fun game playing yr thumb medium light skin tone red heart,positive
Super super este juego,super super este juego,positive
Why is classic mode starting with filled in blocks when the ios version does not? It makes absolutely no sense,classic mode starting filled block io version make absolutely sense,positive
Khong cap nhat duoc Không cập nhật được Khong cap nhat duoc,khong cap nhat duoc không cập nhật được khong cap nhat duoc,neutral
It's good,good,positive
"Playdead, can you pleaaaaaaaaaase add inside on android",playdead pleaase add inside android,neutral
One red master 😀😀😀,one red master grinning face grinning face grinning face,positive
I love free fire Mai tumhara company kharidna chahta hu Mai Ambani ka papa hu,love free fire mai tumhara company kharidna chahta hu mai ambani ka papa hu,positive
rất hay,rất hay,neutral
Free fire India,free fire india,positive
Wow,wow,positive
"I love this game!! I have it on the PC, Xbox, switch and mobile! Highly recommend it!!",love game pc xbox switch mobile highly recommend,positive
"Game như c, game rác, mang tiếng game nhiều người chơi, sự kiện sinh nhật cho cái skin rách mà bắt người chơi khốn khổ lên mạng đi ăn xin từng cái lượt quay 1, skill tướng thì toàn lỗi, người chơi càng ngày càng ghét chơi xoá game bán acc vì cái game thèm tiền hút máu, rách nát.",game như c game rác mang tiếng game nhiềyou người chơi sự kiện sinh nhật cho cái skin rách mà bắt người chơi khốn khổ lên mạng đi ăn xin từng cái lượt quay skill tướng thì toàn lỗi người chơi càng ngày càng ghét chơi xoá game bán acc vì cái game thèm tiền hút máyou rách nát,neutral
Its Good you Build and Play,good build play,positive
Nice,nice,positive
"since the update, it's just the same 5 levels on repeat... boring 😴",since update level repeat boring sleeping face,negative
Great Game,great game,positive
👍😁,thumb beaming face smiling eye,positive
"I finally found a game that I enjoy and love and not get tired of, I never had one game that I've enjoy and not get tired of. This game is very calming and relaxing.",finally found game enjoy love get tired never one game enjoy get tired game calming relaxing,positive
"So very very very addictive. No ads no BS, just the cutest retro styled farm sim and otome. Love it.",addictive ad b cutest retro styled farm sim otome love,positive
"This isn't a game it's a life changing experience. The music, animation and the story (as simple as it is) is phenomenal. The best game I've ever played. It challenges you in way i didn't even think was possible. The balance between everything is amazing, the simplicity of the controls balances perfectly with the complexity of using them. I love the art style. The ending is so bittersweet, it took a part of my soul. 10/10",game life changing experience music animation story simple phenomenal best game ever played challenge way even think possible balance everything amazing simplicity control balance perfectly complexity using love art style ending bittersweet took part soul,positive
I hate you robtib,hate robtib,negative
This game is so editing it'll keep you entertainied for hours,game editing keep entertainied hour,neutral
Good game,good game,positive
It's a good game I don't play it that much but there's good music and it's cool but I also like roblox and youtube and GI there pretty good games not only that this game is good too and easy and hard it's fun I used too play it alot more now in update 2.206 you can get the level complete sign up and you can reset too the last checkpoint I started playing geometry dash subzero probably like in year 2023 that was the first Spinoff I've played (I play geometry dash spinoff games before I've prgd),good game play much good music cool also like roblox youtube gi pretty good game game good easy hard fun used play alot update get level complete sign reset last checkpoint started playing geometry dash subzero probably like year first spinoff played play geometry dash spinoff game prgd,positive
"Game rigged bro, it will always find a way to generate a certain piece that ""coincidentally"" doesn't fit anywhere.",game rigged bro always find way generate certain piece coincidentally fit anywhere,positive
Best game in my life,best game life,positive
Its pretty good,pretty good,positive
Op,op,neutral
Love it,love,positive
Boom Boom 💥,boom boom collision,neutral
Good 👍,good thumb,positive
best game evet 🎮,best game evet video game,positive
This game is very good for education. Add Indonesian Language please,game good education add indonesian language please,positive
It's lit fam,lit fam,neutral
It's a superb enjoying game 🎮,superb enjoying game video game,positive
It's really fun,really fun,positive
